State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Meghalaya,Jowai,2015-02-01,17.73,102.63,3.9,23.23,17.06,18.49,1.09,14.71,30.62,2.48,5.98,0.57,30,Good,6.9,70.3,1.524,1.65,1.79,151.3
Meghalaya,Jowai,2015-03-01,22.83,35.6,6.72,20.33,11.21,14.95,0.5,7.82,40.23,0.53,3.97,1.87,38,Good,8.5,40.9,1.565,1.98,1.86,151.9
Meghalaya,Jowai,2015-04-01,15.04,46.06,2.18,6.92,14.65,5.27,0.3,8.91,26.86,0.5,2.3,0.96,25,Good,11.5,45.9,1.646,2.74,1.86,152.4
Meghalaya,Jowai,2015-05-01,41.81,54.74,18.19,29.11,12.24,9.88,0.35,5.35,34.39,0.52,1.81,0.43,69,Satisfactory,14.1,51.6,1.363,2.57,1.82,152.5
Meghalaya,Jowai,2015-06-01,12.9,35.51,0.5,10.21,7.19,6.77,0.68,6.21,15.58,0.73,1.28,1.01,21,Good,19.3,60.8,1.49,3.4,1.91,152.3
Meghalaya,Jowai,2015-07-01,15.85,50.57,7.97,17.65,8.69,5.57,0.63,4.02,10.39,0.54,2.58,0.05,26,Good,22.8,81.2,1.426,2.44,1.85,151.1
Meghalaya,Jowai,2015-08-01,17.3,24.97,9.69,9.28,7.57,4.5,0.42,7.38,18.77,0.77,1.78,0.39,29,Good,16.5,83.1,1.511,1.59,1.87,152.2
Meghalaya,Jowai,2015-09-01,5.0,34.44,2.93,10.51,5.82,8.05,0.63,7.26,9.87,0.1,2.67,0.55,8,Good,15.5,81.4,1.626,2.98,1.86,151.6
Meghalaya,Jowai,2015-10-01,30.95,74.61,6.32,6.15,8.74,12.87,1.02,8.32,30.34,0.84,3.31,1.24,51,Satisfactory,10.8,71.4,1.465,1.96,1.84,152.1
Meghalaya,Jowai,2015-11-01,55.63,72.1,15.38,10.61,10.25,20.05,0.98,11.55,18.69,3.56,6.94,1.79,93,Satisfactory,4.2,69.6,1.351,2.2,1.82,151.5
Meghalaya,Jowai,2015-12-01,26.2,114.64,27.88,26.11,9.89,14.97,0.43,6.85,42.37,3.44,1.67,1.16,44,Good,4.8,87.0,1.615,1.99,1.86,151.0
Meghalaya,Jowai,2016-01-01,29.37,69.56,10.81,18.54,15.35,14.5,1.4,17.85,36.68,1.81,4.9,2.46,49,Good,5.9,67.7,1.393,3.86,1.9,153.3
Meghalaya,Jowai,2016-02-01,23.15,102.21,8.82,9.35,18.06,14.34,0.51,11.28,25.46,2.23,5.18,1.77,39,Good,6.7,58.6,1.606,2.91,1.87,153.2
Meghalaya,Jowai,2016-03-01,52.68,86.69,8.88,26.39,6.32,9.28,0.46,2.07,13.49,0.27,6.07,1.24,88,Satisfactory,8.8,50.8,1.139,2.58,1.91,154.0
Meghalaya,Jowai,2016-04-01,39.37,63.59,12.97,27.64,5.39,4.53,0.89,4.89,34.31,0.9,3.76,0.37,65,Satisfactory,8.1,54.3,1.282,2.66,1.82,155.4
Meghalaya,Jowai,2016-05-01,55.39,23.43,4.91,17.44,21.06,21.8,0.54,9.5,42.7,1.78,2.36,1.09,92,Satisfactory,10.4,48.2,1.281,2.71,1.86,153.1
Meghalaya,Jowai,2016-06-01,5.64,60.2,3.86,14.71,1.82,7.48,0.27,9.19,9.0,1.06,3.28,0.05,9,Good,18.2,77.2,1.057,2.54,1.87,152.8
Meghalaya,Jowai,2016-07-01,23.55,24.44,7.96,7.14,1.05,5.13,0.5,1.0,9.86,0.12,1.56,0.79,39,Good,24.0,87.5,1.469,2.4,1.91,154.7
Meghalaya,Jowai,2016-08-01,19.11,20.92,6.78,10.72,8.55,1.34,0.58,1.85,19.24,1.34,2.95,0.73,32,Good,10.6,88.2,1.18,2.36,1.85,153.7
Meghalaya,Jowai,2016-09-01,17.5,42.14,1.22,3.43,12.07,11.88,0.32,7.22,7.05,1.1,1.34,0.42,29,Good,8.2,79.2,1.254,2.18,1.87,153.6
Meghalaya,Jowai,2016-10-01,21.16,63.23,7.75,11.54,18.23,14.59,0.41,2.6,30.05,2.14,5.39,1.23,35,Good,8.4,71.5,1.296,2.75,1.9,153.9
Meghalaya,Jowai,2016-11-01,42.4,31.51,5.12,12.5,9.81,18.63,0.87,13.14,48.35,0.34,6.77,1.51,70,Satisfactory,1.0,83.4,1.522,3.01,1.93,153.6
Meghalaya,Jowai,2016-12-01,71.43,38.26,13.44,15.17,17.86,15.37,1.76,12.22,48.02,0.76,1.6,1.48,137,Moderate,4.7,68.0,1.444,2.51,1.93,154.3
Meghalaya,Jowai,2017-01-01,20.49,99.91,3.15,30.5,17.17,17.23,1.87,13.91,37.78,3.08,4.38,0.71,34,Good,6.9,70.5,1.267,3.75,1.92,155.3
Meghalaya,Jowai,2017-02-01,38.01,103.21,7.5,15.35,8.66,12.63,1.13,13.12,41.47,0.79,6.63,1.18,63,Satisfactory,5.5,58.5,1.525,2.11,1.93,156.3
Meghalaya,Jowai,2017-03-01,26.25,83.89,16.36,22.37,4.66,1.01,0.86,4.07,24.13,2.31,3.16,1.44,44,Good,4.8,44.9,1.226,2.84,1.96,154.5
Meghalaya,Jowai,2017-04-01,44.36,68.66,1.27,8.45,7.7,14.9,0.38,8.11,18.97,0.4,4.98,0.16,74,Satisfactory,7.5,52.9,1.542,2.52,1.96,156.3
Meghalaya,Jowai,2017-05-01,32.93,45.95,7.92,11.97,12.96,5.1,0.32,16.11,46.44,1.33,4.61,0.4,54,Satisfactory,15.7,45.9,1.253,2.22,1.91,154.9
Meghalaya,Jowai,2017-06-01,16.24,58.32,7.75,19.11,6.04,6.47,0.69,1.0,21.62,1.47,2.0,0.72,27,Good,9.7,67.8,1.261,3.24,1.87,155.6
Meghalaya,Jowai,2017-07-01,22.13,50.87,2.65,7.45,8.3,3.05,0.3,1.84,5.95,1.09,2.01,1.08,37,Good,12.4,82.7,1.512,2.15,1.94,156.4
Meghalaya,Jowai,2017-08-01,19.57,16.45,1.07,10.53,2.62,11.09,0.26,5.8,2.05,0.58,1.86,0.8,33,Good,15.6,100.0,1.599,1.98,1.91,156.0
Meghalaya,Jowai,2017-09-01,23.63,21.4,3.91,8.22,8.07,4.53,0.26,4.47,22.66,1.55,2.59,0.9,39,Good,11.9,77.7,1.31,2.67,1.93,154.9
Meghalaya,Jowai,2017-10-01,29.35,26.71,7.43,15.82,14.51,12.14,0.59,2.66,15.26,0.85,4.84,1.65,49,Good,12.6,73.5,1.1,3.67,1.95,154.7
Meghalaya,Jowai,2017-11-01,11.18,53.78,4.62,19.05,31.06,16.2,1.72,18.2,37.11,3.13,5.1,1.92,19,Good,3.2,82.1,1.216,2.69,1.93,154.4
Meghalaya,Jowai,2017-12-01,50.52,89.19,13.7,40.34,17.82,19.44,1.98,9.6,23.24,1.8,7.96,1.78,84,Satisfactory,6.7,68.0,1.235,2.47,1.87,154.5
Meghalaya,Jowai,2018-01-01,18.83,108.58,20.17,26.88,21.11,14.16,0.78,10.1,18.07,0.28,2.97,0.3,31,Good,6.3,67.9,1.55,2.86,1.94,157.9
Meghalaya,Jowai,2018-02-01,19.26,54.33,10.76,24.46,10.28,18.13,0.83,15.3,37.63,2.68,4.46,1.2,32,Good,8.2,55.8,1.239,3.2,1.99,156.3
Meghalaya,Jowai,2018-03-01,7.56,42.51,10.53,29.44,17.75,8.64,1.05,5.11,32.39,1.12,1.73,0.9,13,Good,4.9,46.5,1.568,2.54,2.04,157.9
Meghalaya,Jowai,2018-04-01,34.37,28.44,4.78,11.58,22.33,7.35,0.2,6.46,14.37,1.33,1.15,0.4,57,Satisfactory,10.9,33.9,1.667,2.39,1.96,157.6
Meghalaya,Jowai,2018-05-01,42.32,30.77,1.01,7.18,11.5,15.51,1.01,13.94,33.63,0.35,3.09,0.79,70,Satisfactory,14.0,56.0,1.658,3.59,2.03,156.1
Meghalaya,Jowai,2018-06-01,9.24,56.92,2.19,10.46,8.61,2.9,0.49,7.89,9.89,1.19,1.68,0.9,15,Good,15.7,83.3,1.447,2.7,1.91,157.2
Meghalaya,Jowai,2018-07-01,22.21,26.77,8.14,6.42,9.38,6.18,0.36,6.06,10.45,1.01,0.85,0.77,37,Good,19.2,92.4,1.289,2.16,1.93,156.2
Meghalaya,Jowai,2018-08-01,12.46,35.06,8.71,13.28,1.0,4.13,0.1,5.51,20.11,0.75,3.06,1.17,21,Good,12.8,90.6,1.383,2.62,2.03,156.6
Meghalaya,Jowai,2018-09-01,16.59,28.29,3.14,9.63,11.58,1.89,0.32,5.18,22.99,0.98,1.87,0.21,28,Good,17.8,76.9,1.466,2.8,1.94,156.4
Meghalaya,Jowai,2018-10-01,16.43,80.58,5.84,20.44,21.28,14.17,0.8,8.14,16.88,0.4,5.11,0.82,27,Good,7.6,71.1,1.44,2.46,2.03,157.0
Meghalaya,Jowai,2018-11-01,41.01,46.57,3.19,30.34,9.9,24.59,1.01,10.29,51.26,2.69,3.6,1.02,68,Satisfactory,6.7,61.0,1.163,3.23,1.99,157.8
Meghalaya,Jowai,2018-12-01,50.69,83.88,23.76,32.9,22.42,10.59,1.49,16.88,41.25,1.14,4.78,1.81,84,Satisfactory,4.5,79.3,1.514,2.49,1.99,157.0
Meghalaya,Jowai,2019-01-01,54.36,70.18,6.32,40.99,12.52,15.09,1.6,20.42,55.33,0.96,3.1,2.07,90,Satisfactory,3.6,60.1,1.253,3.32,2.01,159.9
Meghalaya,Jowai,2019-02-01,5.0,25.28,15.43,34.79,16.25,6.94,0.93,18.23,32.63,1.55,7.27,1.95,8,Good,7.5,61.5,1.395,2.93,2.01,158.5
Meghalaya,Jowai,2019-03-01,40.16,60.64,17.92,29.32,17.59,12.23,0.78,8.3,36.17,0.31,5.85,0.91,66,Satisfactory,8.5,46.4,1.581,2.72,2.03,159.4
Meghalaya,Jowai,2019-04-01,26.06,69.06,6.32,12.53,16.04,11.25,1.22,2.09,23.71,1.01,3.88,1.27,43,Good,10.7,40.3,1.276,2.75,1.97,159.9
Meghalaya,Jowai,2019-05-01,23.78,50.99,17.19,10.22,9.55,12.58,0.72,7.41,22.35,0.26,4.63,1.02,40,Good,11.1,61.4,1.677,3.82,2.05,158.9
Meghalaya,Jowai,2019-06-01,30.54,61.42,4.79,18.32,12.66,6.21,0.43,4.11,8.42,0.24,2.23,0.81,50,Good,16.5,72.2,1.416,3.21,2.06,159.2
Meghalaya,Jowai,2019-07-01,21.95,42.98,5.17,8.21,3.6,4.93,0.2,7.18,10.88,1.12,2.69,0.22,37,Good,23.2,83.1,1.645,3.73,2.07,158.2
Meghalaya,Jowai,2019-08-01,7.81,22.15,5.82,15.25,8.74,9.18,0.45,3.38,20.71,0.17,0.85,0.7,13,Good,15.2,89.9,1.357,2.22,1.99,158.1
Meghalaya,Jowai,2019-09-01,34.95,45.15,6.88,15.46,4.76,6.47,0.32,3.81,18.7,0.4,1.36,0.39,58,Satisfactory,16.3,97.2,1.65,3.31,2.02,160.3
Meghalaya,Jowai,2019-10-01,5.0,44.34,7.71,18.17,21.41,10.25,0.45,6.65,11.8,1.75,0.66,1.29,8,Good,5.3,72.0,1.187,2.84,2.1,158.4
Meghalaya,Jowai,2019-11-01,67.49,37.8,18.12,26.02,28.07,12.63,1.59,10.53,35.11,1.38,6.92,1.8,123,Moderate,4.6,78.9,1.51,2.85,2.05,158.5
Meghalaya,Jowai,2019-12-01,23.04,127.69,11.27,17.91,24.53,23.44,0.45,20.44,44.52,2.92,3.64,1.56,38,Good,7.4,82.2,1.272,4.09,1.99,158.8
Meghalaya,Jowai,2020-01-01,26.75,44.74,5.59,19.81,21.38,14.63,1.61,10.31,13.03,0.78,1.98,2.28,45,Good,4.0,81.0,1.434,3.36,2.08,160.2
Meghalaya,Jowai,2020-02-01,36.51,97.96,5.57,23.15,21.98,16.94,1.55,12.2,18.06,1.58,6.95,0.35,60,Satisfactory,8.5,51.3,1.197,3.45,2.02,160.7
Meghalaya,Jowai,2020-03-01,18.02,37.13,5.92,9.35,5.34,2.59,0.45,1.0,18.33,0.67,0.49,0.54,30,Good,11.6,59.9,1.289,3.35,2.02,160.1
Meghalaya,Jowai,2020-04-01,13.02,22.01,2.37,1.0,4.09,0.5,0.32,2.34,8.38,0.17,0.22,0.05,22,Good,12.3,38.0,1.454,2.75,2.1,161.1
Meghalaya,Jowai,2020-05-01,5.51,22.01,5.96,1.56,7.96,5.17,0.59,7.11,9.05,0.21,1.42,0.41,9,Good,17.7,53.2,1.342,3.58,2.1,161.6
Meghalaya,Jowai,2020-06-01,13.73,31.51,1.96,8.47,4.83,7.82,0.1,5.55,13.7,0.37,2.08,0.21,23,Good,20.7,78.8,1.395,3.3,2.05,161.3
Meghalaya,Jowai,2020-07-01,31.93,46.83,9.08,5.22,2.92,5.07,0.49,7.34,12.78,0.82,2.95,0.55,53,Satisfactory,19.3,85.4,1.186,2.89,2.12,161.4
Meghalaya,Jowai,2020-08-01,14.38,49.95,2.78,2.35,4.57,3.81,0.7,2.42,15.36,0.1,2.0,0.75,24,Good,13.9,92.6,1.413,3.29,2.09,161.3
Meghalaya,Jowai,2020-09-01,22.1,39.05,7.99,12.92,13.15,4.97,0.35,2.89,7.17,1.02,0.78,0.23,37,Good,13.4,78.2,1.269,2.78,2.02,160.5
Meghalaya,Jowai,2020-10-01,25.72,40.93,13.61,19.94,12.98,9.16,0.19,4.86,17.82,0.11,2.89,0.22,43,Good,10.9,82.2,1.362,3.35,2.07,161.5
Meghalaya,Jowai,2020-11-01,61.14,75.37,20.16,28.66,9.69,13.46,1.85,15.63,37.95,2.11,3.27,0.3,101,Moderate,4.3,83.0,1.46,2.75,2.02,161.4
Meghalaya,Jowai,2020-12-01,71.18,58.14,17.81,32.29,36.85,3.41,0.51,7.82,29.03,0.84,7.02,2.33,136,Moderate,7.1,66.8,1.332,4.12,2.09,160.5
Meghalaya,Jowai,2021-01-01,17.47,47.2,9.41,29.44,10.48,18.55,0.78,14.08,48.18,0.89,3.83,2.34,29,Good,4.7,59.6,1.452,2.89,2.15,163.1
Meghalaya,Jowai,2021-02-01,22.09,70.19,7.92,12.04,22.86,8.47,0.42,17.05,22.17,1.19,3.28,1.6,37,Good,4.2,51.7,1.246,3.01,2.06,163.1
Meghalaya,Jowai,2021-03-01,44.92,30.65,8.9,2.65,16.32,11.31,1.0,8.46,10.4,1.66,5.34,1.09,75,Satisfactory,7.1,50.4,1.037,3.33,2.1,163.2
Meghalaya,Jowai,2021-04-01,13.8,61.52,4.35,7.23,17.18,11.74,1.52,3.36,20.97,1.83,2.57,0.53,23,Good,5.0,42.0,1.044,2.78,2.09,163.2
Meghalaya,Jowai,2021-05-01,18.85,55.89,15.91,25.7,15.57,13.62,1.43,9.7,55.69,0.66,3.76,1.17,31,Good,11.2,41.6,1.458,2.86,2.12,163.6
Meghalaya,Jowai,2021-06-01,17.49,44.99,5.95,15.19,2.6,7.61,0.2,1.0,24.94,1.74,4.04,0.86,29,Good,21.1,76.3,1.068,2.73,2.09,162.3
Meghalaya,Jowai,2021-07-01,15.58,34.79,6.55,14.15,15.04,3.9,0.21,10.35,8.39,0.43,0.56,0.92,26,Good,17.0,94.6,1.397,3.15,2.13,162.5
Meghalaya,Jowai,2021-08-01,18.2,36.69,0.8,4.9,10.95,10.58,0.36,4.19,8.35,0.68,3.3,0.4,30,Good,19.2,97.3,1.393,2.97,2.08,163.3
Meghalaya,Jowai,2021-09-01,23.55,24.84,3.67,14.93,5.03,4.89,0.32,3.27,24.89,0.11,3.34,1.11,39,Good,11.9,85.4,1.44,3.58,2.08,164.1
Meghalaya,Jowai,2021-10-01,26.07,33.9,8.21,19.85,17.87,9.65,0.47,6.23,29.18,0.64,4.81,0.89,43,Good,6.6,67.0,1.418,3.1,2.12,161.8
Meghalaya,Jowai,2021-11-01,35.63,63.75,13.87,29.1,14.07,8.81,0.64,13.26,58.19,2.47,5.63,1.88,59,Satisfactory,2.6,76.0,1.281,2.37,2.19,162.3
Meghalaya,Jowai,2021-12-01,56.44,114.59,13.26,39.08,32.6,19.44,1.21,16.72,61.14,1.22,3.55,1.29,94,Satisfactory,5.2,74.2,1.282,2.89,2.12,162.1
Meghalaya,Jowai,2022-01-01,32.54,47.94,19.43,17.05,18.82,6.24,0.53,18.38,32.31,1.56,3.37,0.92,54,Satisfactory,6.0,79.2,1.479,3.36,2.2,164.2
Meghalaya,Jowai,2022-02-01,20.87,30.14,11.82,30.27,10.36,14.7,0.92,9.78,29.56,2.93,6.31,1.58,35,Good,4.6,63.5,1.244,2.69,2.18,165.2
Meghalaya,Jowai,2022-03-01,38.83,55.07,4.09,16.23,13.92,13.57,0.73,2.37,28.69,1.94,3.13,2.01,64,Satisfactory,4.6,60.3,1.496,3.77,2.16,164.5
Meghalaya,Jowai,2022-04-01,35.84,79.16,2.23,10.68,6.56,1.43,1.06,12.31,43.42,2.0,4.04,1.02,59,Satisfactory,16.2,43.1,1.28,3.98,2.17,165.3
Meghalaya,Jowai,2022-05-01,49.99,76.79,5.39,26.85,18.08,11.65,1.04,4.12,54.24,2.08,4.69,1.19,83,Satisfactory,19.1,45.1,1.197,3.59,2.12,163.8
Meghalaya,Jowai,2022-06-01,13.79,39.75,3.21,5.27,6.85,6.35,0.28,6.09,25.23,1.72,2.58,0.44,23,Good,17.4,83.9,1.112,3.08,2.18,163.5
Meghalaya,Jowai,2022-07-01,10.56,23.35,4.93,13.27,10.03,11.85,0.61,6.17,17.29,1.37,1.34,0.48,18,Good,22.2,99.1,1.27,3.24,2.18,165.0
Meghalaya,Jowai,2022-08-01,13.78,20.39,0.5,8.06,5.26,1.92,0.56,9.57,8.65,1.35,1.72,0.6,23,Good,14.5,92.9,1.209,3.79,2.11,164.2
Meghalaya,Jowai,2022-09-01,12.89,33.94,8.57,17.02,10.74,0.88,0.26,4.38,21.09,0.86,1.34,0.65,21,Good,14.9,97.9,0.977,2.77,2.08,164.2
Meghalaya,Jowai,2022-10-01,17.32,74.15,8.39,9.9,6.51,2.83,0.8,3.49,14.34,1.8,2.29,1.52,29,Good,4.7,83.9,1.308,3.37,2.13,165.0
Meghalaya,Jowai,2022-11-01,36.84,125.43,11.21,24.89,23.45,16.88,0.55,6.0,27.76,1.61,7.35,0.51,61,Satisfactory,5.2,64.2,1.192,3.71,2.13,163.4
Meghalaya,Jowai,2022-12-01,55.92,117.99,10.65,7.18,21.51,20.12,1.38,7.03,41.33,1.58,2.06,0.96,93,Satisfactory,3.7,74.2,1.503,3.73,2.16,163.6
Meghalaya,Jowai,2023-01-01,13.09,30.62,3.8,27.14,15.43,16.6,1.58,18.46,12.01,1.37,5.73,1.09,22,Good,7.2,74.5,1.301,3.02,2.18,166.7
Meghalaya,Jowai,2023-02-01,44.68,23.25,11.99,3.84,18.2,19.52,1.43,6.66,28.07,1.63,2.74,1.05,74,Satisfactory,5.3,61.4,1.163,2.98,2.22,166.7
Meghalaya,Jowai,2023-03-01,19.2,64.92,7.71,20.08,8.6,14.48,0.28,5.86,17.97,0.88,4.69,1.34,32,Good,6.7,45.9,1.421,2.7,2.19,167.2
Meghalaya,Jowai,2023-04-01,42.0,31.83,3.89,16.68,13.6,12.07,0.23,7.12,30.23,0.77,2.41,0.53,70,Satisfactory,11.4,47.1,1.363,3.82,2.12,166.1
Meghalaya,Jowai,2023-05-01,21.4,76.7,4.47,8.7,24.57,14.57,1.02,14.45,21.12,1.11,2.37,1.03,36,Good,11.6,46.0,1.395,3.8,2.23,165.7
Meghalaya,Jowai,2023-06-01,23.04,30.36,6.96,17.21,9.36,3.94,0.45,10.61,17.06,1.59,2.74,0.11,38,Good,14.1,72.6,1.19,2.96,2.26,166.8
Meghalaya,Jowai,2023-07-01,19.39,23.13,0.55,13.94,13.75,3.35,0.16,4.52,2.16,0.57,1.19,0.66,32,Good,23.4,94.0,1.504,4.13,2.14,166.5
Meghalaya,Jowai,2023-08-01,18.25,32.37,6.4,3.06,6.83,4.6,0.13,3.03,9.76,0.84,3.51,0.94,30,Good,12.8,86.6,1.339,3.57,2.22,165.6
Meghalaya,Jowai,2023-09-01,12.62,14.71,1.41,6.56,6.33,6.04,0.46,4.88,12.86,1.11,0.4,0.34,21,Good,12.2,84.3,1.128,3.56,2.23,167.0
Meghalaya,Jowai,2023-10-01,43.09,16.9,3.57,24.65,18.04,4.57,1.12,10.92,11.63,1.66,3.8,1.19,71,Satisfactory,7.4,66.1,1.227,3.19,2.24,166.0
Meghalaya,Jowai,2023-11-01,50.82,33.39,20.53,30.59,7.46,9.07,0.54,17.46,51.77,2.48,6.96,1.67,84,Satisfactory,3.0,78.8,1.667,3.78,2.21,166.1
Meghalaya,Jowai,2023-12-01,67.58,129.6,0.92,29.08,31.12,12.03,0.81,9.63,24.71,2.38,6.23,0.84,123,Moderate,3.7,63.1,1.186,3.61,2.18,167.4
Meghalaya,Jowai,2024-01-01,40.24,37.7,7.5,7.28,10.31,16.72,0.6,8.31,47.2,3.15,3.3,1.87,67,Satisfactory,3.2,74.4,1.148,3.84,2.2,169.1
Meghalaya,Jowai,2024-02-01,35.72,90.49,2.34,23.15,25.93,18.76,1.3,5.66,20.64,2.52,3.62,1.71,59,Satisfactory,5.6,47.8,1.605,3.4,2.27,168.4
Meghalaya,Jowai,2024-03-01,42.25,38.09,5.97,17.71,16.37,10.59,1.36,8.12,28.86,1.03,4.51,0.41,70,Satisfactory,12.7,39.9,1.238,4.77,2.24,168.7
Meghalaya,Jowai,2024-04-01,23.96,52.75,2.92,12.37,8.73,14.15,1.15,7.28,43.94,1.51,1.47,0.73,40,Good,10.3,37.3,1.166,3.92,2.25,166.9
Meghalaya,Jowai,2024-05-01,49.55,63.82,12.3,24.56,4.5,10.57,0.48,11.37,25.67,0.52,1.42,0.13,82,Satisfactory,12.4,52.1,1.139,3.0,2.21,166.5
Meghalaya,Jowai,2024-06-01,30.91,27.41,3.22,8.6,9.67,4.39,0.73,1.0,29.53,0.62,2.28,1.07,51,Satisfactory,16.6,61.6,1.309,3.36,2.28,169.2
Meghalaya,Jowai,2024-07-01,34.92,10.0,6.6,14.57,14.76,3.85,0.44,6.7,16.63,1.17,3.1,0.63,58,Satisfactory,20.8,90.8,1.179,4.18,2.17,166.8
Meghalaya,Jowai,2024-08-01,28.46,53.88,8.5,3.61,6.89,2.92,0.18,8.31,2.76,0.77,1.39,0.26,47,Good,21.6,100.0,1.228,2.71,2.19,167.7
Meghalaya,Jowai,2024-09-01,26.51,52.54,4.66,2.54,16.72,1.39,0.26,7.13,20.47,1.28,0.92,0.99,44,Good,11.3,94.1,1.319,3.53,2.26,168.2
Meghalaya,Jowai,2024-10-01,48.2,83.82,11.99,8.34,9.74,6.81,0.22,4.94,36.9,0.97,5.3,0.95,80,Satisfactory,6.4,75.1,1.437,3.42,2.19,166.6
Meghalaya,Jowai,2024-11-01,45.44,85.09,23.14,24.83,5.74,5.35,0.72,9.68,23.58,0.84,5.99,0.56,75,Satisfactory,8.3,58.5,1.501,2.58,2.26,167.7
Meghalaya,Jowai,2024-12-01,23.37,89.36,12.02,42.18,26.98,12.69,0.37,17.14,13.71,2.3,7.91,1.81,39,Good,4.5,76.1,1.499,3.73,2.21,168.8
Meghalaya,Jowai,2025-01-01,56.63,50.54,6.42,34.27,16.56,16.13,1.25,6.41,40.26,0.96,5.14,0.76,94,Satisfactory,4.7,82.7,1.459,2.78,2.31,170.7
Meghalaya,Jowai,2025-02-01,15.87,81.11,17.74,31.51,23.12,18.47,0.69,8.93,45.59,1.74,2.35,1.75,26,Good,7.8,46.0,1.415,4.3,2.28,169.4
Meghalaya,Jowai,2025-03-01,19.73,74.66,8.8,31.74,16.4,7.36,0.43,3.23,33.28,1.63,0.78,1.42,33,Good,9.4,37.1,1.394,3.43,2.28,167.7
Meghalaya,Jowai,2025-04-01,46.0,46.39,12.59,8.19,13.11,8.93,1.22,6.13,24.68,2.0,2.47,0.3,76,Satisfactory,7.9,53.1,1.399,3.44,2.27,169.5
Meghalaya,Jowai,2025-05-01,20.42,55.43,17.3,32.53,11.49,20.81,1.22,4.22,32.33,2.44,3.64,0.36,34,Good,18.8,56.8,1.327,3.96,2.33,169.5
Meghalaya,Jowai,2025-06-01,25.81,40.53,2.52,15.55,4.15,6.21,0.76,4.2,19.56,0.1,2.78,0.55,43,Good,20.3,70.0,1.182,3.14,2.27,168.7
Meghalaya,Jowai,2025-07-01,17.13,33.52,7.74,8.89,12.61,7.34,0.14,4.64,19.22,0.53,2.73,0.47,29,Good,13.9,94.2,1.327,3.39,2.34,168.6
Meghalaya,Jowai,2025-08-01,26.5,53.11,0.5,1.0,10.63,3.83,0.42,3.22,7.65,0.94,3.21,0.84,44,Good,19.4,97.4,1.311,4.0,2.33,170.2
Meghalaya,Jowai,2025-09-01,16.3,47.96,4.58,7.32,11.01,7.23,0.72,6.71,5.69,0.43,0.1,0.53,27,Good,11.5,89.8,1.165,4.6,2.3,170.5
Meghalaya,Jowai,2025-10-01,20.76,70.74,2.72,21.35,8.38,8.56,0.71,2.62,38.23,0.6,2.73,0.05,35,Good,10.3,78.1,1.305,3.44,2.28,170.3
Meghalaya,Jowai,2025-11-01,55.06,62.94,17.56,10.05,23.45,9.25,0.7,7.78,40.37,2.78,2.03,1.84,92,Satisfactory,4.2,70.8,1.21,4.19,2.31,170.4
Meghalaya,Jowai,2025-12-01,45.41,107.75,12.87,35.62,25.29,19.83,1.22,5.64,38.32,2.27,6.48,1.76,75,Satisfactory,6.1,73.1,1.023,2.81,2.32,170.7
Meghalaya,Shillong,2014-01-01,60.7,37.27,8.08,16.91,13.17,24.07,1.39,16.66,20.08,2.94,4.93,0.33,100,Satisfactory,6.5,71.7,1.338,2.68,1.8,150.6
Meghalaya,Shillong,2014-02-01,20.09,68.27,20.46,18.14,10.18,3.63,1.13,11.56,47.62,1.27,3.07,1.65,33,Good,7.8,57.4,1.57,1.81,1.82,150.7
Meghalaya,Shillong,2014-03-01,20.47,75.07,12.63,24.58,9.56,14.0,1.28,11.22,41.02,1.9,5.3,1.39,34,Good,11.1,46.8,1.527,2.43,1.77,150.1
Meghalaya,Shillong,2014-04-01,33.95,25.69,8.04,24.91,14.61,5.49,0.58,7.42,45.14,1.09,2.64,0.3,56,Satisfactory,13.6,38.5,1.191,2.49,1.82,149.3
Meghalaya,Shillong,2014-05-01,55.05,51.63,14.9,18.45,19.74,10.19,1.48,13.47,30.83,0.29,3.24,0.96,92,Satisfactory,10.6,51.2,1.7,3.48,1.78,151.7
Meghalaya,Shillong,2014-06-01,10.59,46.1,4.94,12.6,15.09,8.08,0.89,6.12,25.87,0.31,2.35,1.03,18,Good,22.0,73.4,1.508,3.21,1.75,149.9
Meghalaya,Shillong,2014-07-01,20.2,31.11,5.61,9.4,2.03,3.78,0.21,5.24,17.96,0.3,2.99,0.52,34,Good,12.8,82.3,1.382,2.84,1.78,151.0
Meghalaya,Shillong,2014-08-01,30.1,40.69,1.74,9.88,3.08,3.91,0.61,8.59,19.7,0.93,2.45,0.88,49,Good,13.7,78.8,1.393,3.13,1.79,149.5
Meghalaya,Shillong,2014-09-01,9.65,20.87,5.54,14.05,9.68,2.61,0.43,6.03,17.5,0.44,1.63,0.24,16,Good,7.4,91.4,1.52,1.87,1.74,148.8
Meghalaya,Shillong,2014-10-01,10.2,82.88,9.8,7.49,6.59,11.38,0.52,12.25,14.57,0.63,1.39,0.21,17,Good,8.9,78.9,1.446,2.85,1.73,149.9
